카테고리,[잡담],[질문],[정보],[기타]
[잡담],"https://youtu.be/_IVo2bOJRJU원갈예기돌 아1 + 정흡3, 예열(갈증, 아드, 달인) O특신목특화 귀걸이신속 반지특화펫무23, 품94 엘릭서 40(달인)평균적으로는 2300~2400쯤 나옵니다.저받보다 예둔이 더 높게 나오는듯공팟 치적 시너지도 생각하면 엘릭서 단계에서는 저받 효율이 많이 떨어지는게 확인되네요.특신 달소 세팅은 2200~2300 나오던데회심으로 세팅 되면 다시 해봐야될듯",,,
[잡담],"[[ 아덴의 족쇄 풀어주기 ]]페르소나가 1칸 사용하는데""한칸 이상 차 있는 아덴은 다음 페르소나때 돌려받게 해주는것.""장점 :1.  나메와 디토의 자유로운 사용.나디나쉐트  // 이게 아덴 한칸이고트랩 쉐 // 이게 아덴 한칸인데만약 아덴의 족쇄가 좀더 풀어진다면트랩 쉐닷 사이클에 나메or 디토도 먼저 박을 수 있게 되어서 포지셔닝이 더 쉬워진다.(트랩 쉐닷 하면 나메도 쿨타임이 돌아오는데 이때 나메or 디토를 먼저 박아도 아덴손실이 없어짐 )2. 딜 압축률의 증가어떤상황에서든 아덴이 혼돈게이지급 까지 (2줄이 쌓이게 되면)딜컷 풀리는 순간 페르소나 > 급습 > 페르소나 > 급습 이 가능해짐.요즘같이 딜 압축률이 중요한 시대에 리퍼도 경쟁력을 갖게 됨.[[ 치적시너지로 변경 ]]사멸은 워로드 + 블레이드의 전용버프를 받아야 피스가 맞춰지면서 강해지는 캐릭.이 둘에게 가장 필요한 시너지는 치적 시너지고현재 방깎 시너지는  조합을 맞추는데 오히려 방해가 되는 상황임.치적 시너지를 갖게 된다면  워 + 블 + 리 조합이 예쁘게 맞춰져현재 개발자가 눈여겨보는 지표인 파티 거절율 지표도 어느정도 해결될 것.",,,
[잡담],첫 변환에 바로 정밀 냉정 뜨길래 기대했는데 민첩이라도 뜨지 ㅜㅜ,,,
[잡담],전보다 잡기어려운친구들이 많아진거같은,,,
[잡담],이것만 봐도 그냥 답 나옴어떤 병신 하나가 30프로 딜 상승 이라고 설레발 치며 글쓴게 화제가 되고급습 피해량 상향 과한 성능 나온다고 일주일만에 롤백 해놓고지금 다시 비슷한 수치로 버프 함그래서 지금 과한 성능이라고 글 쓰는 놈 있음??실제로 과한 성능 나옴??,,,
[잡담],1. 페르소나 사용 시 은신 해제 후에도 3초간 이속증가 30퍼센트 적용: 예리한둔기 or 저주받은 인형 → 돌격대장으로의 변형이 가능해짐. 이로인한 딜 상승수치는 큰 폭이 아니므로(2~3퍼) 충분히 가능하다고 생각됩니다.2. 무력 & 파괴 개선무력 : 라스트그래비티 → 최상 / 쉐도우 스톰 → 중상 / 쉐도우 트랩 → 중파괴 : '쉐도우 닷' 스킬에 파괴 1레벨 적용 or 부식 3스택시 파티원이 제공하는 파괴레벨 수치 증가무력&파괴 개선을 통해서 리퍼를 레이드에 데려갔을 때 쾌적함을 느낄 수 있는 경험을 제공하는 것이 필요하다고 생각됩니다.3. 특화계수 롤백 or 상승내부지표는 모르지만 개인적인 의견으로써 현재 '달의 소리' 각인은 이동기가 메리트가 아닌 족쇄로 자리잡고 있습니다.물론 다른 클래스에 비해서 백을 잡는 것이 쾌적하다고는 하지만 이동기가 많은 클래스들 또한 리퍼와 동일한 혹은 그 이상의 딜포텐을 보여주고 있기 때문에 딜 상승은 더욱 더 필요하다고 생각합니다.4. 아덴수급 개선나이트메어 또는 쉐도우 닷 같은 체인스킬의 경우 1타에 모든 아덴수급이 몰릴 수 있도록 해주셨으면 합니다.현재 메타에서는 딜 압축률이 매우 중요하다고 생각되는데 아덴수급 압축은 이러한 메타에 맞는 패치라고 생각됩니다.5. 치적 불균형 개선'댄싱 오브 퓨리' 스킬의 치명타 적중률이 다른스킬에 비해 20퍼나 높은 모습을 보여주고 있습니다.치명적인 단검(치명타 적중률 60%) → 치명적인 단검(치명타 적중률 40% 증가 및 피해 10%~20% 증가)참고로 갈증은 많이 안해봐서 잘 모릅니다..ㅜㅜ 추가적으로 갈증리퍼분들 요구사항이나 제 요구사항에 수정이 필요한 부분이 있다면 댓글 부탁드립니다!!다른 리퍼분들도 여기서 포기하지마시고 더 얻어내기위해 힘써주셨으면 참 좋겠습니다!행복한 하루 되세요,,,
[잡담],뉴비친구가 깎았다고 물어보는데 일단 왼쪽같긴한데 제가 리퍼본캐가 아니라 잘 몰라서요뭐가 낫나요?,,,
[잡담],그냥 재밋어서 키우긴하는건데.. 요즘좀 힘들긴해요그래도 님들은 힘내십쇼,,,
[잡담],전 고스펙구간에선 달소랑 갈증이랑 딜도 거의비슷하거나 근소차이일거라 생각했는데 혹시 딜은 확연히 차이가날까요괜찮으시다면 두꺼비1:1까지 가능하신분 계실까요 확실히강하면 넘어가려구요,,,
[잡담],이다님 방송보는데 붓서커한테 딜량짐..,,,
[질문],,닥 오른쪽임??,,
[잡담],잔혈도 못 띄우내븅신 캐릭우물 안 개구리들아 가서 잔혈좀 띄우고 와보셈,,,
[잡담],스피닝 - 전설 풍요나메 - 영웅 풍요쉐닷 - 영웅 풍요해당 스킬 세개로 아덴 다 차는지 테스트 좀 해주실 수 있으실까요?아덴 4% 없으면 저기에 디토 추가해야 풀로 차는데바지 아덴 있으면 저것만으로 찰거 같아서요..특화 1800 기준입니다,,,
[잡담],1620이하는 얼른 다른직업 알아보자,,,
[잡담],특 1800정도되는데나메 전풍쉐닷 영풍디토 희풍쉐스 희풍쓰고있는데트랩은 풍요안박고 광분/정화 스왑해서쓰나요?,,,
[잡담],카멘이고 나발이고 걍 겜 접을까싶기도 함고객센터에 문의하시는분들 좋게 좋게 말하시는것도 대단함걍 대놓고 병신호구 취급하는데 ㅋㅋ,,,
[질문],,저받 바리 10 6 돌 깍아서 특치가려는데 팔찌는 특신으로가시나요 보통?,,
[잡담],1625 9멸 끼고 주간숙제하는데 나름 딜 조금은 오른거같음 다들 뭐함? 배럭으로 안쓰고?,,,
[잡담],님 시너지개념은 아시죠? 약코도 적당히 해야지 뭔 가르가디스 1:1빵을 들고와서,,,
[잡담],진짜 재미원툴 개씹쓰레기 리퍼... 갈증이든 달소든..,,,
[잡담],캐릭은 쌘데 약코 하는거다못해서 저렇게 나오는거다 생각하면 ㅉㅈ랑 가르가디스 딜빵 ㄱㄱ부캐 배럭 리퍼로 ㅈ밥들 잡고 아가리 터는놈들임?그게 아니면 ㅉㅈ랑 가르가디스 딜빵하라니까?,,,
[잡담],여우 꼬리에다가 단검에 비녀진짜 잘뽑힐거 같은데…지금부터라도 골드 존버 해두는게 맞지 않을까;;,,,
[잡담],한다해도 수치조정뿐이지 완전 ㅄ같은 스킬구조는 최소 1년은 지나서 해줄듯,,,
[잡담],공홈에도 글 많이올리고 본인이 생각하는 건의안들도 많이많이 적어주세여 형제님덜!!,,,
[잡담],1600리퍼인데 문양넣기 실패햇을때 1620분들은 노시정으로 버티는거같더라구요 거의 생채기도 안난거같은뎅..기억은 잘 안나용저도 버틸수있나 궁금해서요!노시정으로 해보신분들만 댓글 부탁드립니다..!!,,,
[잡담],리퍼 성능 개박살내놔야버티고 버티던 남은 사람들 지갑 열어서소울이터한테 돈 쓰게 만들려고 이렇게 놔두는걸로 밖에 안보임소울이터 이제 개사기캐릭으로 나와서 반년 헤쳐먹다가 소울이터 너프하고 리퍼 상향시켜서2중 과금을 하게 만들기 위해 이렇게 방치한다고 밖에 생각이 안남그래서 언제나옴 키우러가게,,,
[잡담],"올 7레벨 기준 3급습 9멸후에 10홍 쉐닷을 주는게 좋을까요? 아니면 9홍 쉐닷,퓨리를 주는게 좋을까요?",,,
[잡담],그럼 구조고 뭐고 입다물고 하지 ㅋㅋ,,,
[잡담],밸패팀 뇌한번 보고싶네 시발무력 파괴가 좋아? 걍 존나 파티 민폐수준체방 제일낮고딜도 좆구리고 다른직업보다 리퍼가 왜 약해야함?리퍼는 빽잡기 쉬우니 쎄면 안됨 하는병신들도 너무많은듯빽 잡기 쉬운 스킬들을 활용한 딜량이 구리다고 ㅅㅂ,,,
[잡담],달소 아덴 죤내 조금남을떄 스킬쓰기 너무아까워,,,
[잡담],1분초반엔 2200정도 유지하다가 치명 몇번 안터지니까 뒤로갈수록 1900대로 확떨어지네 ㅅㅂ..,,,
[잡담],카멘까지..,,,
[잡담],그래피티가 너무 제 취향이라 리퍼를 담 하익으로 키워볼까하는데본캐급으로 하기엔 솔직히 밸패가 아쉬운건 팩트니.. ㅜㅜ부캐급정도(노말 아칸?)로 키워볼까하는데저정도까지는 나름 할만충가능한 직업인가요?,,,
[잡담],어떻게 달소 갈증 둘 다 딜이 ..둘중 하나만 좀 살려줘라,,,
[잡담],그럼 백안잡아도 되는 타대는 약해야지 왜 쌤 ㅋㅋ?그냥 얘내 무논리임 리퍼한태 관심이 없는 게 아니라밸런스 자체에 관심이 별로 없음;그리고 밸패담당자 중에 리퍼 키우는 새끼 하나도 없는 건 100퍼인 듯,,,
[잡담],리퍼 : 휴 존나 잘쳤다 -강투 or 밑강창술 : 아 존나 못쳤네 -밑강오 좀 친거 같은데 ? - 잔혈밸패 이대로 마무리 되면 미련없이 본캐 창술로 바꿀듯,,,
[잡담],한참 더 약하니까 달소리퍼는 병신이 따로 없내카멘 거절률 압도적 1위는 달소리퍼다스커들은 오의난무로 갈아타서 나쁜 인식 다 사라질듯,,,
[잡담],오죽하면 할만충도 이젠 없네소울이터 출시 앞두고어쌔신계열 구조개선이나 대대적인 밸패 없을거라는거 예상은 했지만지난 밸패때  과하다고 가져간거    도로 주는거보고현 엔드컨텐츠나앞으로 나올 엔드컨텐츠에서도얼마나 사멸딜러가  좃같아 질까라는 우려가 계속되네,,,
[잡담],"2월말부터 1625에서 멈췄는데 심심할때 눌러보는 24강 무기도 어느덧 장기 68퍼부캐들은 명파 300 400만개씩 쌓이도록주차하고리퍼 원툴로 레이드끝나면 트리시온에서 이거저거써보고 괜찮으면 그주에 그세팅으로 놀아보고 했는데이제 더 이상 해볼게 없다갈증악세도 다 팔렸고 이제뭐하지 라는생각밖에안듬카멘까진 도전해보겠지만 , 마음이 꺾여간다 ㅅㅂ 리퍼야 아프지좀마라",,,
[질문],,15층 앞전에서 워로드의 재미를 잃어 그동안 하고싶었던리퍼를 키우고 있는데ㅠ 세팅이 이게 맞는걸까요?유튜브 보면서 맞추고보니 11개월전 영상이라 갑자기 걱정됩니다ㅠ로×와에서 랭커분들이랑 비교를 하자니 다양한 세팅법이 있는 거 같아지금 가는 길이 맞는 길인지를 모르겠네요...!돌격대장은 전설각인서만 읽어주면 15포인트 채울 수 있게 세팅했습니다혹 리퍼를 키우면서 하실 조언이나 깨알 팁이 있다면남겨주세요! 아기 리퍼가 행복합니다!+지금이라도 도망쳐!! 이런 이야기들은 지양 해주세요ㅠ초반이라 그런건지 모르겠지만 진심으로 지금 리퍼 하는게 너무 재밌고 짜릿합니다!++특정 맵들에서 그 빨간색 뿌슝하면서 날아가서 찍는 스킬 쓰면가끔 맵에 끼이는건 뉴비가 봐도 슬프더라구요... 우리 리퍼님들 모두 화이팅해요!,,
[질문],,스킬요즘머쓰세어ㅡ,,
[잡담],"머리 존나 돌려서 파티에 있는 사멸 딜러 딜량 내려버림데려가면 리퍼가 그만큼 딜량 뽑아주나?그것도 아님 ㅋㅋ존재 자체가 버러지임기믹 병신,딜 병신,파티 디버프 보유,체방 병신리퍼 이새끼땜에 용맹 한번 돌릴거 힐 쓰게 만듬",,,
[잡담],로아를 시작하면서 리퍼를 하고서 애정으로 지금까지하고있는대 계속 갈증을 하고있는대 이젠 달소 갈증 정말 하나 정해서 보석셋팅 해주고 할려고하는대 멀 주력으로 하는게 좋을가여?? 하탑을 보면 갈증이 괜찮은거같기도하고... 고민되네여,,,
[잡담],ㅈㄱㄴ,,,
[잡담],리퍼 죽이기 동아리 ㄷㄷ'리퍼 사기' 'no약코' 운동 여전.딜빵 하라고 하면 화제 돌리기 시전 ㄷㄷㄷ,,,
[잡담],전 신암신암(찐무 암수) 기준으로 2분6초 41퍼가 최대네요,,,
[질문],,지금 쉐닷10홍있는대 9홍을 3개를 살까하는대 퓨리다음 2개는 멀사는게 좋을가여?,,
[잡담],중국 1위한국 1위북미 1위중섭 출시거절률 3관왕 달성 예정이 시대 joat 거절도르 수상 축하합니다,,,
[잡담],박살ㅋㅋㅋㅋㅋ,,,
[잡담],달소랑 5오의랑 뜨는거 보는데..너무 맘아프다...ㅜㅜ 내 레벨보다 높은분들이 지는거보니 짜증나네 ㅜㅜㅜㅜ,,,
[잡담],영상 돌려보면 최근 달소리퍼들 두꺼비한테 한번 잡아먹히고 1눕까지 추가로 당할정도로 큰실수 많이함.근데 실수안하고 올백 다 박아도 사실상 엄대엄 까지는 안나올것 같음.달소 성능 스마게가 ㅄ같이 여론패치해서리뉴얼 새로 해주지않는이상3티어에서 위로 올라가기 힘들어보이는게 현실임. 카멘 리퍼들 고정 없으면 빡셀듯,,,
[잡담],이제 그냥 어나더레벨임 ㅋㅋㅋ어이가 없네요,,,
[잡담],내 대가리로는 이해가 불가능,,,
[잡담],"백잡 쉽다는 이유로 여기서 더는 딜버프 안해줄거임받을 거면 치적문제, 체방, 기믹, 달소 완전 리메이크 요구해야됨어차피 이겜 딜로 줄세워서 언젠가 너프처먹일텐데다른 상향 받아내는게 어그로 덜 끌리고 카멘 취직잘됨",,,
[잡담],리퍼 형님들원한9 저받7 돌인데요갈증/달소 어떤걸 더 추천하시고각인 추천도좀 부탁드립니다,,,
[잡담],ㅇㅇ,,,
[잡담],진짜 ㅅㅂㄹ들이 그럼 리퍼 본캐로 키우지 왜 안 키우냐!!!!!!!!!!!!!!!쎄다매 !!!!!!!!!!!!!!!!!!!!!!!!!!!키워 ㅅㅂ색히들아 !!!!!!!!!!!!!같이키우자 나만 키울수없지,,,
[잡담],"고정팟에서 데려가준다면 올리고아니면 쌀먹하고 아래구간 레이드랑 시련,헬 즐길 예정공팟에서 리퍼로 취직할 자신이 없다 ㅋㅋ",,,
[잡담],상하탑 취업난? 카멘은 깐부 없으면 못갈듯 ㅋㅋㅋ,,,
[잡담],이젠 40+ 많아져가지고1634인데도 파티 구하기 빡세네요딱렙 팟 아니면 잘 안받아주시고...그래도 항상 받아주시는 분들껜 감사합니다...,,,
[잡담],노크리 + 예둔 ㅈㄴ터지면 2분 1400올크리 + 예둔 거의 안터지면 2분 1550치적 시너지는 필수네... 아님 걍 특치로 바꿀까...,,,
[잡담],"딜 : 창, 52 >>> 리퍼무력 : 창, 52 >>> 리퍼파괴 : 창, 52 >>>> 리퍼체방 : 창, 52 >>> 리퍼대 황 밸 로스트아크",,,
[잡담],리퍼 왜 키웠냐 진짜로..,,,
[잡담],"리퍼 공용 = 아덴 통 5~10% 가량 감소스킬 = 스매셔 급하강을 기본모션으로 변경 > 스킬 데미지 증가 or 치적트포 선택지추가달소 - 달소 각인 페르소나 급습 10~2% 딜 상향페르소나상태일때 급습스킬 제외 단검,그림자 스킬사용시에도 페르소나 유지 가능패치후 좋은점 : 줄어든 아덴통으로 인해 나메나 디토를 백 잡는데 활용 가능해짐갈증 -갈증각인 채용시 혼돈게이지(빨강) 아덴 한칸만 채우면 바로 갈증 ON 할수있게 녹색게이지 삭제치적 10 ~ 15% 추가적용패치후 좋은점 :  게이지 두칸 채운다고 반사이클 + 1각을 버리는 용도로 사용하던걸 반사이클만 빼도됨노크리 스트레스 반이상 줄어들것으로 예상컷신떄 아덴 꺼지는건 스마게의 그간행적으로 봐서 절대 패치 안해줄 확률 높음",,,
